Kota,Bulan,Suhu_Min,Suhu_Max,Suhu_Rata,Kelembaban,Tekanan_Udara,Kecepatan_Angin,Arah_Angin,Lama_Penyinaran,Curah_Hujan_mm,Intensitas_Hujan
Solo,7,27.1,32.8,30.9,84.4,1000.9,2.5,T,4.0,8.8,Hujan Ringan
Wonosobo,4,19.9,23.4,22.8,97.8,921.4,4.4,BD,5.9,57.5,Hujan Lebat
Tegal,4,25.8,32.3,29.6,83.0,1012.8,9.0,TG,2.4,39.0,Hujan Sedang
Pekalongan,10,26.0,32.8,29.7,80.6,1010.8,5.7,S,3.8,41.4,Hujan Sedang
Tegal,6,25.4,33.8,29.3,84.2,1012.0,11.9,T,4.6,12.5,Hujan Ringan
Kudus,1,26.9,35.6,31.3,88.5,1005.9,15.1,S,2.0,27.0,Hujan Sedang
Salatiga,10,22.7,28.4,26.4,99.0,957.4,11.8,BD,8.0,74.2,Hujan Lebat
Purwokerto,3,22.1,31.4,26.5,93.4,1006.1,7.5,B,7.2,22.7,Hujan Sedang
Solo,7,22.6,30.4,26.1,81.6,1002.9,7.7,S,5.5,17.4,Hujan Ringan
Solo,6,25.4,34.4,29.2,75.0,1002.2,29.8,BL,6.5,0.0,Tidak Hujan
Semarang,7,25.1,35.0,30.6,74.4,1013.4,17.7,TG,9.8,0.0,Tidak Hujan
Wonosobo,10,16.8,27.4,21.3,95.8,921.3,12.8,TG,7.4,119.8,Hujan Lebat
Salatiga,4,20.2,30.9,25.6,,963.9,9.2,BD,1.8,142.7,Hujan Lebat
Tegal,2,23.1,34.5,28.4,86.3,1014.7,8.5,S,3.5,43.6,Hujan Sedang
Magelang,11,23.6,29.8,26.8,95.7,966.8,13.9,T,3.6,59.9,Hujan Lebat
Cilacap,5,,33.6,28.4,89.5,1014.3,16.7,T,5.7,17.2,Hujan Ringan
Magelang,9,22.1,34.0,28.0,85.2,968.9,4.4,B,8.4,19.0,Hujan Ringan
Purwokerto,6,24.3,33.0,28.7,94.4,,3.7,S,7.5,7.8,Hujan Ringan
Semarang,5,26.7,33.3,30.4,84.0,1012.4,4.5,T,8.0,0.0,Tidak Hujan
Pekalongan,1,24.2,30.2,26.2,92.9,1008.3,4.6,BD,5.5,27.0,Hujan Sedang
Kudus,10,23.1,35.4,29.1,77.2,1010.6,4.4,BD,5.5,3.1,Hujan Ringan
Semarang,12,25.1,35.6,31.2,75.9,1015.4,4.2,B,5.5,19.0,Hujan Ringan
Cilacap,4,24.8,30.6,27.5,95.3,1016.6,5.0,BD,6.1,21.1,Hujan Sedang
Cilacap,3,25.9,33.3,29.8,90.2,1011.0,5.3,S,8.4,30.8,Hujan Sedang
Wonosobo,3,19.9,24.6,22.7,90.3,925.4,2.9,BL,,139.1,Hujan Lebat
Magelang,2,24.0,29.9,27.5,99.0,968.7,6.3,S,6.6,96.7,Hujan Lebat
Salatiga,5,20.8,26.2,23.7,90.4,956.4,12.8,TL,9.7,35.2,Hujan Sedang
Purwokerto,8,24.3,30.5,27.1,85.1,1002.3,15.0,TL,6.4,17.3,Hujan Ringan
Cilacap,3,25.8,33.9,30.6,98.3,1012.9,4.9,BL,2.7,79.6,Hujan Lebat
Solo,5,24.4,32.0,28.2,81.9,1001.3,2.7,TG,6.0,17.1,Hujan Ringan
Semarang,11,24.0,34.2,29.6,83.8,1015.8,4.3,BL,4.9,15.8,Hujan Ringan
Magelang,6,24.4,31.5,27.9,86.4,968.7,4.1,TL,7.3,23.1,Hujan Sedang
Solo,3,26.7,31.0,28.7,87.7,1002.1,5.8,TG,4.0,38.2,Hujan Sedang
Salatiga,2,22.4,28.5,25.5,94.5,963.4,3.0,B,5.2,148.6,Hujan Lebat
Cilacap,2,23.7,31.1,28.1,86.3,1010.5,7.9,BD,0.5,39.2,Hujan Sedang
Magelang,3,24.2,31.2,27.3,99.0,968.7,5.2,B,3.8,122.4,Hujan Lebat
Salatiga,10,21.9,28.9,25.6,99.0,964.8,4.5,T,6.5,106.2,Hujan Lebat
Semarang,3,26.2,,30.6,,1012.6,9.6,S,9.1,14.1,Hujan Ringan
Salatiga,6,23.0,29.6,25.7,,960.4,6.6,TL,10.3,4.2,Hujan Ringan
Salatiga,5,24.1,29.3,26.6,88.9,,3.1,S,7.3,40.7,Hujan Sedang
Purwokerto,8,24.1,,28.6,70.6,1005.0,5.0,U,9.5,0.0,Tidak Hujan
Cilacap,5,25.0,30.0,27.1,79.7,1012.0,16.8,TG,6.6,16.5,Hujan Ringan
Magelang,3,22.9,32.2,27.4,87.0,968.4,14.1,TG,5.4,55.8,Hujan Lebat
Kudus,9,26.7,32.3,30.1,71.6,1004.5,12.1,U,,0.0,Tidak Hujan
Salatiga,3,21.4,30.2,25.0,92.6,961.6,6.6,TL,3.5,68.5,Hujan Lebat
Kudus,5,25.1,33.5,30.3,77.3,1008.3,8.0,BL,8.9,0.0,Tidak Hujan
Wonosobo,1,18.2,25.0,21.3,82.7,918.1,6.4,S,5.7,113.2,Hujan Lebat
Solo,4,26.2,31.5,29.3,86.3,1002.3,17.1,U,3.7,46.4,Hujan Sedang
Semarang,11,26.5,33.2,29.7,93.5,1015.0,6.8,S,5.1,36.3,Hujan Sedang
Wonosobo,8,17.9,27.0,23.1,85.0,925.5,4.5,T,7.8,50.5,Hujan Lebat
Kudus,12,26.7,29.2,27.3,84.9,1011.7,3.9,T,8.0,30.0,Hujan Sedang
Cilacap,6,23.6,,27.4,79.5,1013.2,10.7,B,10.0,0.0,Tidak Hujan
Kudus,7,27.2,33.9,31.0,76.5,1009.6,4.4,B,5.8,17.0,Hujan Ringan
Salatiga,9,20.9,29.5,26.0,84.0,957.1,18.1,U,6.7,34.3,Hujan Sedang
Purwokerto,7,23.1,31.3,27.3,81.8,1004.7,2.1,B,5.3,18.8,Hujan Ringan
Tegal,10,26.2,34.8,30.5,80.4,1011.2,14.3,S,6.4,4.2,Hujan Ringan
Salatiga,4,20.6,29.8,25.3,96.1,954.9,,B,6.6,103.8,Hujan Lebat
Semarang,4,25.1,36.8,30.8,92.6,1010.3,,TL,4.3,42.2,Hujan Sedang
Purwokerto,10,24.4,30.6,27.9,89.7,1002.7,13.2,BL,6.9,36.1,Hujan Sedang
Purwokerto,5,25.0,29.8,27.2,,1005.4,8.4,TG,,6.6,Hujan Ringan
Kudus,2,24.3,33.9,28.3,84.9,1012.6,2.3,S,2.1,49.9,Hujan Sedang
Cilacap,8,24.1,33.3,28.6,85.7,1015.9,,S,10.2,0.0,Tidak Hujan
Semarang,3,25.5,35.1,30.7,95.6,1013.0,2.1,T,3.6,86.5,Hujan Lebat
Purwokerto,12,24.7,,27.0,98.0,1003.8,12.7,BD,,25.2,Hujan Sedang
Pekalongan,1,24.4,32.6,29.0,89.8,1013.1,19.6,S,7.0,41.3,Hujan Sedang
Salatiga,10,22.1,31.1,27.4,87.5,959.9,6.3,S,2.4,99.6,Hujan Lebat
Tegal,1,25.7,35.8,30.2,89.9,1014.3,15.1,B,4.5,29.1,Hujan Sedang
Kudus,8,,36.2,30.8,77.8,1010.1,2.2,B,8.6,0.0,Tidak Hujan
Purwokerto,7,24.1,33.0,28.1,86.7,1002.7,24.2,U,6.1,2.7,Hujan Ringan
Tegal,2,25.0,33.7,29.8,83.9,1014.9,4.5,TL,5.0,43.4,Hujan Sedang
Kudus,12,24.0,35.7,30.1,80.5,1015.2,,U,6.0,24.2,Hujan Sedang
Salatiga,6,23.3,28.5,25.2,88.2,964.5,6.4,TG,10.3,9.7,Hujan Ringan
Pekalongan,10,24.2,34.2,28.1,79.8,1012.5,11.3,TL,8.1,22.1,Hujan Sedang
Purwokerto,5,22.9,30.0,26.9,,1006.5,9.4,BL,6.4,6.7,Hujan Ringan
Semarang,6,25.2,32.3,29.2,72.3,1011.0,8.5,U,10.3,0.0,Tidak Hujan
Kudus,1,26.0,31.5,28.9,84.2,1009.4,10.4,B,7.8,2.1,Hujan Ringan
Salatiga,6,20.1,33.5,27.5,95.8,960.5,13.2,B,9.1,22.5,Hujan Sedang
Cilacap,4,24.7,,28.9,85.9,1015.4,8.0,U,6.4,21.8,Hujan Sedang
Salatiga,6,22.4,,25.7,83.9,965.4,8.7,TL,7.2,1.6,Hujan Ringan
Purwokerto,1,,30.5,27.7,95.2,1004.1,7.3,TL,3.7,95.1,Hujan Lebat
Salatiga,10,22.8,29.9,26.2,,958.7,7.9,B,6.8,121.6,Hujan Lebat
Solo,7,24.8,31.7,27.9,69.3,1000.1,4.9,B,6.9,0.0,Tidak Hujan
Semarang,3,27.1,35.0,30.5,87.9,,9.0,U,7.7,21.5,Hujan Sedang
Salatiga,7,21.3,30.0,25.6,82.6,961.7,2.1,U,10.0,21.0,Hujan Sedang
Wonosobo,12,18.7,26.1,22.6,90.1,921.2,3.5,TL,1.1,127.6,Hujan Lebat
Tegal,2,24.7,31.8,28.6,85.3,1014.8,6.2,TG,4.2,24.6,Hujan Sedang
Wonosobo,11,17.9,27.5,22.8,,923.3,13.9,BL,4.9,86.0,Hujan Lebat
Salatiga,11,23.4,30.2,26.9,91.8,962.3,2.5,TL,6.9,61.9,Hujan Lebat
Magelang,2,21.0,30.3,25.6,89.4,969.8,2.6,TL,5.7,120.6,Hujan Lebat
Cilacap,2,22.7,30.1,27.5,,1008.5,12.0,S,4.4,48.6,Hujan Sedang
Salatiga,5,20.3,31.4,25.8,84.8,961.4,,TL,8.6,20.3,Hujan Sedang
Cilacap,7,24.8,33.0,28.8,90.6,1009.8,5.7,BL,6.6,16.0,Hujan Ringan
Kudus,11,25.1,31.4,28.1,82.9,1007.5,6.3,TG,3.3,48.0,Hujan Sedang
Solo,10,24.9,36.2,30.8,82.0,999.6,9.2,TL,5.4,39.0,Hujan Sedang
Magelang,5,22.5,29.5,26.4,80.8,971.8,11.0,TL,,8.5,Hujan Ringan
Purwokerto,1,22.2,29.6,25.7,85.1,1005.9,4.3,T,10.1,33.0,Hujan Sedang
Pekalongan,5,26.4,32.8,29.9,81.7,1012.9,2.8,S,7.9,0.0,Tidak Hujan
Magelang,4,22.5,31.8,27.5,96.6,970.1,3.4,BD,6.4,63.5,Hujan Lebat
Magelang,5,25.0,29.7,27.1,90.0,968.9,3.3,TL,8.9,35.0,Hujan Sedang
Semarang,9,24.3,31.8,28.4,74.8,1009.7,5.6,U,5.4,0.0,Tidak Hujan
Pekalongan,12,26.0,33.0,28.9,83.0,1014.3,7.0,B,7.9,32.2,Hujan Sedang
Wonosobo,7,18.7,28.1,22.8,80.5,921.5,4.5,BD,4.4,66.9,Hujan Lebat
Wonosobo,12,18.0,25.5,22.3,93.8,923.6,5.7,U,4.5,114.6,Hujan Lebat
Cilacap,10,24.8,31.2,28.1,86.9,1007.2,13.2,TL,7.0,34.3,Hujan Sedang
Purwokerto,2,22.4,,26.8,93.0,1000.9,5.4,B,7.0,41.9,Hujan Sedang
Semarang,11,23.3,33.9,28.7,86.6,1014.5,4.4,U,4.4,42.8,Hujan Sedang
Kudus,1,23.8,32.5,28.5,79.9,1009.9,5.3,S,4.0,24.8,Hujan Sedang
Kudus,4,23.8,32.0,26.9,90.8,1005.3,4.4,BL,4.5,41.4,Hujan Sedang
Cilacap,12,23.7,32.8,28.7,91.9,1011.0,6.2,BD,2.4,46.4,Hujan Sedang
Purwokerto,8,23.9,30.1,27.6,86.0,1006.7,,U,10.5,5.7,Hujan Ringan
Salatiga,5,23.5,28.6,25.9,84.7,960.8,22.1,TL,6.9,49.4,Hujan Sedang
Wonosobo,10,17.0,26.9,22.9,98.5,923.5,20.4,BD,1.9,127.9,Hujan Lebat
Solo,12,23.7,34.0,29.3,84.1,1001.9,3.9,BL,4.4,44.8,Hujan Sedang
Semarang,2,24.9,34.6,29.9,89.5,1009.8,2.4,TL,7.9,22.9,Hujan Sedang
Salatiga,9,20.9,30.2,26.0,95.8,961.8,7.8,TL,5.6,24.8,Hujan Sedang
Wonosobo,5,18.7,28.1,23.4,84.2,923.9,6.0,TG,9.6,135.7,Hujan Lebat
Tegal,9,26.3,34.1,31.2,80.4,1007.9,7.0,TL,9.7,0.0,Tidak Hujan
Solo,4,24.4,31.6,27.8,90.2,1000.3,5.3,BL,6.1,25.3,Hujan Sedang
Salatiga,8,23.2,27.5,24.9,79.8,958.9,5.6,U,8.6,38.3,Hujan Sedang
Cilacap,12,25.5,32.0,29.1,87.8,1013.7,7.7,BL,4.0,36.6,Hujan Sedang
Cilacap,2,25.0,31.6,27.2,97.5,1017.2,9.1,TL,5.6,21.5,Hujan Sedang
Wonosobo,6,20.1,26.4,22.8,78.9,923.7,2.6,U,8.5,26.3,Hujan Sedang
Purwokerto,7,23.5,30.4,27.2,79.0,1001.3,2.7,U,10.0,0.0,Tidak Hujan
Purwokerto,10,24.6,32.9,28.6,87.4,1000.9,6.1,S,6.1,31.7,Hujan Sedang
Magelang,3,24.2,33.0,28.0,78.7,971.6,4.8,B,8.6,34.7,Hujan Sedang
Solo,3,24.3,31.3,28.0,82.0,1002.5,3.4,U,5.8,41.2,Hujan Sedang
Cilacap,1,26.0,31.9,29.0,89.4,1013.8,2.1,U,7.1,25.0,Hujan Sedang
Salatiga,4,22.2,29.0,25.4,98.2,956.4,10.7,BL,4.0,84.6,Hujan Lebat
Kudus,2,24.0,32.6,28.0,84.6,1011.9,3.5,TG,6.1,45.9,Hujan Sedang
Solo,9,24.0,33.7,28.8,67.8,1004.9,6.7,BL,2.5,0.0,Tidak Hujan
Tegal,5,25.4,33.3,29.8,74.5,1012.0,24.2,T,5.0,10.0,Hujan Ringan
Kudus,1,,36.3,30.2,77.6,1010.0,2.2,B,4.5,47.1,Hujan Sedang
Kudus,1,23.9,32.8,29.1,85.9,1009.6,2.1,U,2.6,27.2,Hujan Sedang
Magelang,5,23.6,30.7,27.2,93.8,,3.3,TG,7.5,30.7,Hujan Sedang
Semarang,3,26.2,31.6,28.9,85.4,1014.6,3.7,U,6.2,47.5,Hujan Sedang
Cilacap,6,26.7,34.2,31.4,84.7,1017.0,2.8,T,6.3,0.0,Tidak Hujan
Purwokerto,4,25.6,33.4,29.1,86.0,1005.7,4.5,U,6.3,20.1,Hujan Sedang
Cilacap,3,23.7,31.4,27.5,90.8,,2.6,BL,8.9,20.4,Hujan Sedang
Solo,9,25.9,33.5,29.4,82.1,998.1,29.1,TG,7.7,5.7,Hujan Ringan
Salatiga,6,20.6,27.7,23.3,77.8,953.7,12.6,TG,7.3,43.8,Hujan Sedang
Magelang,4,22.0,30.8,26.1,92.2,968.8,4.2,U,4.3,88.9,Hujan Lebat
Cilacap,2,24.8,30.2,27.4,94.2,1007.8,5.2,T,2.9,119.3,Hujan Lebat
Kudus,12,24.9,,28.4,81.2,1011.2,7.0,BL,2.6,35.9,Hujan Sedang
Semarang,8,25.8,33.4,29.0,76.5,1011.3,6.4,B,8.0,0.0,Tidak Hujan
Cilacap,5,24.2,34.0,28.3,81.8,,3.4,TG,7.9,0.0,Tidak Hujan
Cilacap,1,24.3,33.3,28.6,83.2,1011.3,6.3,TL,4.8,42.5,Hujan Sedang
Magelang,7,22.3,32.6,27.5,82.1,968.2,16.0,T,7.9,26.4,Hujan Sedang
Semarang,3,25.4,34.8,30.0,89.0,1012.6,7.7,S,1.9,44.5,Hujan Sedang
Cilacap,1,25.8,30.6,29.3,95.5,1014.3,13.7,BD,8.8,37.8,Hujan Sedang
Semarang,10,25.8,34.4,30.0,82.2,1014.3,11.9,T,2.4,39.0,Hujan Sedang
Semarang,9,24.7,34.0,29.2,76.7,1013.3,5.3,T,6.4,0.0,Tidak Hujan
Purwokerto,7,23.5,32.7,27.3,84.2,1008.6,6.1,S,8.2,0.0,Tidak Hujan
Semarang,3,24.2,35.8,29.1,81.0,1012.0,9.0,TL,1.9,34.0,Hujan Sedang
Purwokerto,10,25.2,31.3,28.0,,1006.2,7.0,B,5.5,83.2,Hujan Lebat
Purwokerto,5,25.8,30.3,28.0,89.1,1005.8,4.0,U,8.1,16.2,Hujan Ringan
Pekalongan,3,24.9,31.4,28.9,87.7,1017.0,27.5,BD,6.7,48.5,Hujan Sedang
Semarang,2,25.9,33.6,30.1,89.0,1016.3,6.0,TL,2.6,27.0,Hujan Sedang
Pekalongan,12,24.4,35.4,31.0,81.3,1007.3,2.8,S,3.9,28.2,Hujan Sedang
Pekalongan,7,24.2,,27.7,80.9,1010.6,5.5,T,4.5,19.2,Hujan Ringan
Pekalongan,4,23.7,32.5,27.6,84.8,1015.3,3.1,BD,3.9,32.5,Hujan Sedang
Wonosobo,1,18.4,26.7,23.0,93.9,923.6,11.7,TG,5.7,131.1,Hujan Lebat
Pekalongan,9,24.8,36.5,31.0,86.6,,16.8,TL,7.8,0.0,Tidak Hujan
Semarang,6,27.2,34.2,30.0,77.1,1012.8,3.1,S,7.2,0.0,Tidak Hujan
Cilacap,3,25.5,31.7,28.5,86.9,1008.8,4.2,TL,2.5,23.7,Hujan Sedang
Wonosobo,3,17.7,29.0,23.2,90.4,926.5,2.5,S,,95.5,Hujan Lebat
Tegal,7,25.0,34.4,28.8,79.4,1012.1,21.9,TL,7.7,0.0,Tidak Hujan
Magelang,12,20.8,29.0,24.8,83.1,968.9,6.4,BD,6.7,72.5,Hujan Lebat
Semarang,11,25.3,36.3,31.3,82.8,1011.9,13.2,TL,6.6,31.1,Hujan Sedang
Wonosobo,2,17.0,26.1,21.5,91.4,919.0,3.5,B,3.9,112.5,Hujan Lebat
Salatiga,3,22.4,31.3,26.8,89.8,961.8,6.4,S,1.7,127.9,Hujan Lebat
Cilacap,3,23.3,28.2,26.1,86.4,1008.7,4.0,TG,6.0,30.5,Hujan Sedang
Kudus,4,23.8,33.1,27.5,78.6,1011.9,15.3,U,3.0,28.2,Hujan Sedang
Solo,10,25.3,32.5,29.4,88.5,1002.5,12.3,T,3.4,30.7,Hujan Sedang
Semarang,5,27.3,34.9,30.8,84.5,1013.3,13.3,B,7.2,2.9,Hujan Ringan
Wonosobo,1,20.9,27.5,24.1,99.0,927.9,18.3,BD,6.7,81.6,Hujan Lebat
Semarang,9,25.7,33.5,29.9,82.2,1007.9,13.6,S,7.0,16.7,Hujan Ringan
Solo,12,24.4,34.4,28.9,85.0,1004.2,3.4,S,7.0,30.6,Hujan Sedang
Kudus,3,24.1,32.6,27.7,87.2,1009.8,5.7,B,7.5,38.8,Hujan Sedang
Tegal,5,23.4,30.2,26.5,82.7,1011.6,4.0,T,7.6,0.0,Tidak Hujan
Semarang,4,27.9,35.2,31.4,86.0,1011.9,10.8,BD,2.6,31.7,Hujan Sedang
Semarang,11,23.8,31.1,28.5,83.4,1012.2,4.0,BL,2.8,46.1,Hujan Sedang
Wonosobo,1,18.8,27.1,22.9,90.3,924.7,11.1,T,1.5,65.8,Hujan Lebat
Kudus,8,24.0,33.3,28.7,81.0,1013.7,13.7,BL,7.9,0.0,Tidak Hujan
Cilacap,3,21.5,29.8,25.3,88.2,1009.5,18.8,U,6.5,43.9,Hujan Sedang
Magelang,6,23.9,30.5,26.9,,967.6,4.0,U,7.1,5.5,Hujan Ringan
Magelang,5,23.4,33.5,28.5,79.9,969.0,20.0,BD,9.9,16.8,Hujan Ringan
Cilacap,3,23.7,32.2,28.0,93.6,1012.9,7.7,BD,3.9,34.3,Hujan Sedang
Wonosobo,10,19.3,25.9,22.1,99.0,924.2,16.1,BL,3.3,77.3,Hujan Lebat
Solo,3,23.9,33.9,28.3,77.2,1000.7,2.5,B,5.5,37.4,Hujan Sedang
Pekalongan,3,25.1,32.7,28.9,88.2,1014.8,10.6,S,8.9,49.2,Hujan Sedang
Purwokerto,9,26.0,31.2,28.8,88.4,1004.3,2.8,BL,6.6,13.7,Hujan Ringan
Salatiga,10,21.9,30.2,25.5,98.0,961.3,5.3,B,6.1,120.6,Hujan Lebat
Cilacap,10,23.4,33.0,28.6,87.5,,19.0,B,6.7,25.5,Hujan Sedang
Wonosobo,8,18.0,25.3,21.9,81.0,919.0,10.5,T,6.1,43.2,Hujan Sedang
Solo,3,24.4,32.0,28.9,82.1,1002.6,9.6,S,3.9,37.8,Hujan Sedang
Wonosobo,11,20.3,28.8,24.1,99.0,923.7,2.1,B,5.5,122.1,Hujan Lebat
Kudus,9,26.1,,28.5,80.5,1010.1,2.8,B,10.7,0.0,Tidak Hujan
Tegal,9,26.8,33.2,29.5,88.0,1016.2,6.8,BD,7.6,0.0,Tidak Hujan
Semarang,5,28.4,33.1,31.2,74.7,1016.7,4.8,S,9.7,0.0,Tidak Hujan
Purwokerto,2,23.7,32.2,28.3,86.1,,3.9,BL,1.2,32.3,Hujan Sedang
Kudus,4,,33.6,29.3,84.9,1011.0,2.2,TL,2.0,49.1,Hujan Sedang
Wonosobo,8,19.6,25.4,22.7,87.3,919.1,6.2,T,8.8,118.6,Hujan Lebat
Semarang,12,26.1,33.0,29.8,81.4,1010.6,18.9,BL,,45.4,Hujan Sedang
Purwokerto,8,21.8,33.2,27.3,82.8,1005.1,27.4,B,8.6,2.2,Hujan Ringan
Wonosobo,11,18.0,25.3,21.6,89.9,918.8,2.2,T,5.5,121.8,Hujan Lebat
Wonosobo,5,18.1,27.3,22.1,83.6,919.5,3.5,TG,7.0,124.2,Hujan Lebat
Solo,5,24.3,33.5,29.1,78.6,1000.9,23.1,T,5.9,10.4,Hujan Ringan
Magelang,6,24.3,31.2,28.2,77.9,970.9,4.9,T,4.2,27.6,Hujan Sedang
Salatiga,7,,31.2,26.2,83.0,964.3,37.3,B,7.7,11.6,Hujan Ringan
Magelang,7,22.4,29.7,25.6,81.9,972.3,4.7,BD,5.9,8.3,Hujan Ringan
Solo,12,24.5,32.3,28.4,92.1,1003.5,2.2,BL,8.5,27.4,Hujan Sedang
Cilacap,6,23.3,32.2,27.5,,1014.5,2.2,BD,,0.0,Tidak Hujan
Pekalongan,11,23.0,32.5,27.1,88.0,,8.5,TG,,22.1,Hujan Sedang
Magelang,9,21.8,28.3,25.6,80.4,971.2,26.4,TG,9.7,11.0,Hujan Ringan
Solo,1,24.5,32.8,28.7,83.7,998.0,5.1,S,0.7,35.0,Hujan Sedang
Wonosobo,6,19.9,24.9,22.4,90.7,923.0,5.8,BD,7.7,79.5,Hujan Lebat
Tegal,8,23.0,32.2,27.2,81.3,1014.5,14.1,BD,6.1,18.2,Hujan Ringan
Semarang,5,25.6,35.6,30.9,79.3,1013.3,4.1,BL,12.0,0.0,Tidak Hujan
Magelang,4,19.5,27.6,23.4,99.0,968.6,,TG,2.7,128.9,Hujan Lebat
Salatiga,9,22.1,29.8,26.0,80.4,958.4,8.0,B,8.1,13.5,Hujan Ringan
Kudus,5,25.7,31.4,28.7,80.7,1012.6,3.3,U,7.1,0.0,Tidak Hujan
Magelang,4,20.6,32.3,26.8,98.0,967.1,8.0,B,4.2,68.6,Hujan Lebat
Salatiga,12,21.9,28.4,25.4,99.0,959.9,5.4,S,5.3,113.4,Hujan Lebat
Solo,10,25.1,31.9,29.0,90.7,1004.8,36.5,BD,5.1,23.5,Hujan Sedang
Solo,2,26.0,33.9,30.1,80.8,1004.6,3.6,BL,3.4,23.6,Hujan Sedang
Solo,6,23.3,33.2,28.5,73.9,1005.0,5.8,TG,12.0,0.0,Tidak Hujan
Solo,5,26.2,31.8,29.8,72.9,1002.9,18.7,BD,8.1,0.0,Tidak Hujan
Solo,12,25.7,30.6,28.6,99.0,,3.2,TL,3.9,56.6,Hujan Lebat
Magelang,5,22.7,31.4,26.9,85.1,964.3,7.3,BL,6.2,31.9,Hujan Sedang
Solo,9,25.4,32.2,28.3,70.6,1000.1,19.3,TG,6.4,0.0,Tidak Hujan
Wonosobo,3,18.2,26.3,21.7,89.1,922.7,,BD,6.0,146.5,Hujan Lebat
Magelang,12,23.6,27.0,26.1,95.5,970.9,10.6,TG,,93.3,Hujan Lebat
Purwokerto,10,23.7,31.2,28.1,88.1,1005.4,2.0,TL,3.4,28.3,Hujan Sedang
Magelang,6,23.0,31.3,27.2,75.9,967.1,6.4,TG,6.3,17.8,Hujan Ringan
Kudus,12,25.8,32.8,29.3,,1013.2,3.0,TL,3.6,26.2,Hujan Sedang
Salatiga,11,23.3,31.1,27.0,89.8,958.9,10.6,U,2.4,149.7,Hujan Lebat
Magelang,4,24.6,31.4,28.4,96.3,967.9,4.5,TG,3.9,59.0,Hujan Lebat
Pekalongan,8,25.8,33.5,28.7,81.2,1017.1,5.1,U,2.0,1.9,Hujan Ringan
Tegal,8,24.3,32.6,29.2,77.7,1018.2,3.6,U,,0.0,Tidak Hujan
Solo,8,23.7,32.3,28.2,72.9,1002.9,17.8,BD,9.8,0.0,Tidak Hujan
Magelang,11,21.4,30.3,26.3,85.0,970.1,17.4,TG,2.6,123.1,Hujan Lebat
Salatiga,4,21.3,29.4,25.3,99.0,957.8,12.9,U,4.1,65.3,Hujan Lebat
Cilacap,8,24.8,33.0,28.5,89.8,,14.0,B,7.2,13.9,Hujan Ringan
Tegal,12,25.1,,31.4,95.1,1010.4,2.0,TL,3.3,30.5,Hujan Sedang
Tegal,4,26.5,31.0,28.5,84.0,1009.6,13.0,TG,5.4,26.2,Hujan Sedang
Pekalongan,10,24.8,31.7,28.4,82.9,1011.4,4.3,B,5.2,43.4,Hujan Sedang
Magelang,6,19.5,32.2,26.2,86.3,960.2,4.5,U,10.6,31.8,Hujan Sedang
Kudus,12,25.4,29.8,27.4,84.8,1010.1,3.5,T,2.8,29.4,Hujan Sedang
Wonosobo,7,,25.7,22.2,84.7,915.8,25.6,T,9.4,134.9,Hujan Lebat
Purwokerto,9,21.0,31.0,26.1,80.0,999.2,2.7,T,8.8,10.1,Hujan Ringan
Purwokerto,3,24.7,30.1,27.0,93.6,1004.4,8.8,TL,6.9,20.2,Hujan Sedang
Salatiga,8,19.0,29.8,24.3,96.2,955.7,2.6,T,6.2,37.0,Hujan Sedang
Magelang,8,22.2,32.6,27.0,86.7,971.4,10.5,TL,11.5,7.1,Hujan Ringan
Solo,4,24.2,,30.1,90.5,1002.4,22.5,TG,0.0,58.1,Hujan Lebat
Purwokerto,5,24.1,29.5,25.8,82.1,1002.4,3.0,U,7.0,0.0,Tidak Hujan
Wonosobo,10,19.7,26.3,23.3,86.1,923.9,20.5,S,8.0,106.3,Hujan Lebat
Wonosobo,12,19.2,25.4,22.8,99.0,920.4,22.3,B,2.6,67.1,Hujan Lebat
Purwokerto,2,25.6,32.9,29.6,97.4,1005.0,2.5,T,4.4,98.6,Hujan Lebat
Wonosobo,8,17.9,26.1,21.5,81.2,922.5,5.3,T,8.2,137.8,Hujan Lebat
Purwokerto,1,23.3,28.6,25.5,93.4,1005.3,2.6,U,8.3,36.7,Hujan Sedang
Cilacap,9,22.6,34.8,28.9,78.9,1011.9,12.2,TG,7.4,0.0,Tidak Hujan
Tegal,12,26.8,33.6,30.5,88.7,1010.5,6.4,TL,4.7,21.6,Hujan Sedang
Purwokerto,8,23.7,31.9,27.5,84.2,1001.3,4.3,B,6.7,13.2,Hujan Ringan
Solo,9,22.2,32.5,27.1,75.2,1003.9,13.1,T,11.9,0.0,Tidak Hujan
Cilacap,5,22.4,32.8,27.5,83.3,,6.7,U,9.0,1.4,Hujan Ringan
Purwokerto,11,22.8,33.0,27.5,91.5,1002.8,19.8,TG,8.3,41.8,Hujan Sedang
Wonosobo,2,17.7,27.8,22.0,86.3,919.2,5.6,BD,4.9,97.8,Hujan Lebat
Semarang,2,26.3,31.8,28.7,91.1,1010.3,4.5,BL,5.8,25.0,Hujan Sedang
Purwokerto,3,26.9,30.8,28.5,,1007.9,11.8,T,4.3,27.1,Hujan Sedang
Wonosobo,5,19.8,27.8,23.7,92.2,924.8,12.2,BL,,115.1,Hujan Lebat
Salatiga,4,22.0,30.0,26.3,99.0,963.4,3.2,TL,4.3,76.6,Hujan Lebat
Wonosobo,8,20.1,24.6,22.2,91.3,920.5,6.7,TG,8.8,70.4,Hujan Lebat
